...
z=0.05050505050505051 q=471577.72484383534, c_T=0.00202, sigma_T=54.09999999999999, A=3.071684955389191e-07, D=3.7542816121423445e-07, B=1.7131037478663056e-06, F=0.017314656912904115
z=0.06060606060606061 q=471502.6453383984, c_T=0.00202, sigma_T=54.09999999999999, A=3.7542816121423445e-07, D=4.4368782688954985e-07, B=2.055724497439567e-06, F=0.020776142553363186
z=0.07070707070707072 q=471413.43703216827, c_T=0.00202, sigma_T=54.09999999999999, A=4.4368782688954985e-07, D=5.119474925648652e-07, B=2.398345247012828e-06, F=0.024236831248323782
z=0.08080808080808081 q=471309.9703501231, c_T=0.00202, sigma_T=54.09999999999999, A=5.119474925648651e-07, D=5.802071582401806e-07, B=2.7409659965860888e-06, F=0.027696586241593053
z=0.09090909090909091 q=471192.06211411586, c_T=0.00202, sigma_T=54.09999999999999, A=5.802071582401805e-07, D=6.484668239154959e-07, B=3.0835867461593498e-06, F=0.031155268877939055
z=0.10101010101010102 q=471059.4671763257, c_T=0.00202, sigma_T=54.09999999999999, A=6.484668239154959e-07, D=7.167264895908113e-07, B=3.4262074957326116e-06, F=0.03461273792497216
z=0.11111111111111112 q=470911.8667120802, c_T=0.00202, sigma_T=54.09999999999999, A=7.167264895908112e-07, D=7.849861552661267e-07, B=3.7688282453058717e-06, F=0.0380688487346616
z=0.12121212121212122 q=470748.8552868909, c_T=0.00202, sigma_T=54.09999999999999, A=7.849861552661266e-07, D=8.532458209414419e-07, B=4.111448994879134e-06, F=0.04152345224598907
z=0.13131313131313133 q=470569.928425216, c_T=0.00202, sigma_T=54.09999999999999, A=8.532458209414419e-07, D=9.215054866167573e-07, B=4.454069744452394e-06, F=0.04497639385337535
z=0.14141414141414144 q=470374.47209373565, c_T=0.00202, sigma_T=54.09999999999999, A=9.215054866167573e-07, D=9.897651522920729e-07, B=4.796690494025656e-06, F=0.048427512183554886
z=0.15151515151515152 q=470161.75508333696, c_T=0.00202, sigma_T=54.09999999999999, A=9.897651522920727e-07, D=1.058024817967388e-06, B=5.139311243598916e-06, F=0.05187663783292217
z=0.16161616161616163 q=469930.92471151083, c_T=0.00202, sigma_T=54.09999999999999, A=1.058024817967388e-06, D=1.1262844836427035e-06, B=5.4819319931721775e-06, F=0.05532359211539542
z=0.17171717171717174 q=469681.0056231963, c_T=0.00202, sigma_T=54.09999999999999, A=1.1262844836427035e-06, D=1.1945441493180189e-06, B=5.824552742745438e-06, F=0.05876818585673166
z=0.18181818181818182 q=469410.90082840784, c_T=0.00202, sigma_T=54.09999999999999, A=1.1945441493180186e-06, D=1.2628038149933342e-06, B=6.1671734923186995e-06, F=0.06221021824632374
z=0.19191919191919193 q=469119.39357474685, c_T=0.00202, sigma_T=54.09999999999999, A=1.2628038149933342e-06, D=1.3310634806686494e-06, B=6.509794241891961e-06, F=0.06564947572526555
z=0.20202020202020204 q=468805.14829874824, c_T=0.00202, sigma_T=54.09999999999999, A=1.3310634806686494e-06, D=1.3993231463439648e-06, B=6.852414991465222e-06, F=0.0690857308549754
z=0.21212121212121213 q=468466.70879143995, c_T=0.00202, sigma_T=54.09999999999999, A=1.3993231463439646e-06, D=1.4675828120192802e-06, B=7.195035741038482e-06, F=0.07251874107973308
z=0.22222222222222224 q=468102.4918644703, c_T=0.00202, sigma_T=54.09999999999999, A=1.4675828120192802e-06, D=1.5358424776945954e-06, B=7.5376564906117435e-06, F=0.07594824727429163
z=0.23232323232323235 q=467710.77517002635, c_T=0.00202, sigma_T=54.09999999999999, A=1.5358424776945954e-06, D=1.604102143369911e-06, B=7.880277240185005e-06, F=0.07937397195725857
z=0.24242424242424243 q=467289.6783108408, c_T=0.00202, sigma_T=54.09999999999999, A=1.6041021433699108e-06, D=1.6723618090452262e-06, B=8.222897989758267e-06, F=0.08279561705178037
z=0.25252525252525254 q=466837.13684119796, c_T=0.00202, sigma_T=54.09999999999999, A=1.6723618090452262e-06, D=1.7406214747205416e-06, B=8.565518739331526e-06, F=0.08621286108306735
z=0.26262626262626265 q=466350.8690730298, c_T=0.00202, sigma_T=54.09999999999999, A=1.7406214747205418e-06, D=1.8088811403958568e-06, B=8.908139488904788e-06, F=0.08962535571060679
z=0.27272727272727276 q=465828.33567341743, c_T=0.00202, sigma_T=54.09999999999999, A=1.8088811403958572e-06, D=1.8771408060711724e-06, B=9.25076023847805e-06, F=0.09303272149408653
z=0.2828282828282829 q=465266.6918535443, c_T=0.00202, sigma_T=54.09999999999999, A=1.8771408060711726e-06, D=1.9454004717464878e-06, B=9.593380988051313e-06, F=0.09643454278053248
z=0.29292929292929293 q=464662.73156372464, c_T=0.00202, sigma_T=54.09999999999999, A=1.9454004717464878e-06, D=2.0136601374218025e-06, B=9.936001737624572e-06, F=0.09983036157418915
z=0.30303030303030304 q=464012.82263635256, c_T=0.00202, sigma_T=54.09999999999999, A=2.013660137421803e-06, D=2.0819198030971185e-06, B=1.0278622487197832e-05, F=0.10321967021262028
z=0.31313131313131315 q=463312.8313823824, c_T=0.00202, sigma_T=54.09999999999999, A=2.0819198030971185e-06, D=2.1501794687724337e-06, B=1.0621243236771095e-05, F=0.106601902627759
z=0.32323232323232326 q=462558.0348395403, c_T=0.00202, sigma_T=54.09999999999999, A=2.150179468772434e-06, D=2.218439134447749e-06, B=1.0963863986344355e-05, F=0.10997642392521101
z=0.33333333333333337 q=461743.01872373605, c_T=0.00202, sigma_T=54.09999999999999, A=2.2184391344477493e-06, D=2.286698800123064e-06, B=1.1306484735917617e-05, F=0.11334251797314088
z=0.3434343434343435 q=460861.5591115837, c_T=0.00202, sigma_T=54.09999999999999, A=2.2866988001230645e-06, D=2.3549584657983797e-06, B=1.1649105485490876e-05, F=0.1166993726538266
z=0.3535353535353536 q=459906.4858829994, c_T=0.00202, sigma_T=54.09999999999999, A=2.3549584657983805e-06, D=2.4232181314736953e-06, B=1.199172623506414e-05, F=0.12004606239178114
z=0.36363636363636365 q=458869.5258377654, c_T=0.00202, sigma_T=54.09999999999999, A=2.4232181314736953e-06, D=2.4914777971490105e-06, B=1.2334346984637399e-05, F=0.12338152752240023
z=0.37373737373737376 q=457741.1230049058, c_T=0.00202, sigma_T=54.09999999999999, A=2.4914777971490105e-06, D=2.5597374628243257e-06, B=1.267696773421066e-05, F=0.12670454998969682
z=0.38383838383838387 q=456510.23282171664, c_T=0.00202, sigma_T=54.09999999999999, A=2.559737462824326e-06, D=2.627997128499641e-06, B=1.3019588483783922e-05, F=0.13001372474195988
z=0.393939393939394 q=455164.0854210318, c_T=0.00202, sigma_T=54.09999999999999, A=2.6279971284996413e-06, D=2.696256794174957e-06, B=1.3362209233357182e-05, F=0.13330742600829942
z=0.4040404040404041 q=453687.9111245695, c_T=0.00202, sigma_T=54.09999999999999, A=2.696256794174957e-06, D=2.764516459850272e-06, B=1.3704829982930446e-05, F=0.13658376736423353
z=0.4141414141414142 q=452064.6183615506, c_T=0.00202, sigma_T=54.09999999999999, A=2.7645164598502725e-06, D=2.8327761255255872e-06, B=1.4047450732503707e-05, F=0.13984055410964538
z=0.42424242424242425 q=450274.4106715557, c_T=0.00202, sigma_T=54.09999999999999, A=2.8327761255255872e-06, D=2.9010357912009024e-06, B=1.4390071482076964e-05, F=0.14307522597085742
z=0.43434343434343436 q=448294.3253622473, c_T=0.00202, sigma_T=54.09999999999999, A=2.9010357912009024e-06, D=2.9692954568762176e-06, B=1.4732692231650226e-05, F=0.14628478748945922
z=0.4444444444444445 q=446097.67201212933, c_T=0.00202, sigma_T=54.09999999999999, A=2.9692954568762184e-06, D=3.037555122551533e-06, B=1.5075312981223487e-05, F=0.1494657226687708
z=0.4545454545454546 q=443653.3446325197, c_T=0.00202, sigma_T=54.09999999999999, A=3.0375551225515336e-06, D=3.105814788226849e-06, B=1.541793373079675e-05, F=0.15261388951302682
z=0.4646464646464647 q=440924.97728463484, c_T=0.00202, sigma_T=54.09999999999999, A=3.105814788226849e-06, D=3.174074453902164e-06, B=1.576055448037001e-05, F=0.1557243890150374
z=0.4747474747474748 q=437869.9097441002, c_T=0.00202, sigma_T=54.09999999999999, A=3.1740744539021644e-06, D=3.242334119577479e-06, B=1.6103175229943272e-05, F=0.1587914019289475
z=0.48484848484848486 q=434437.9280896004, c_T=0.00202, sigma_T=54.09999999999999, A=3.242334119577479e-06, D=3.3105937852527948e-06, B=1.6445795979516534e-05, F=0.16180798531939244
z=0.494949494949495 q=430569.7459195214, c_T=0.00202, sigma_T=54.09999999999999, A=3.310593785252795e-06, D=3.37885345092811e-06, B=1.6788416729089793e-05, F=0.1647658194422456
z=0.5050505050505051 q=426195.1968800751, c_T=0.00202, sigma_T=54.09999999999999, A=3.37885345092811e-06, D=3.4471131166034256e-06, B=1.7131037478663052e-05, F=0.16765489405591166
z=0.5151515151515152 q=421231.1206306045, c_T=0.00202, sigma_T=54.09999999999999, A=3.4471131166034256e-06, D=3.515372782278741e-06, B=1.747365822823632e-05, F=0.17046312190207208
z=0.5252525252525253 q=415578.94540823105, c_T=0.00202, sigma_T=54.09999999999999, A=3.5153727822787407e-06, D=3.5836324479540568e-06, B=1.7816278977809577e-05, F=0.1731758659984462
z=0.5353535353535354 q=409122.00509548583, c_T=0.00202, sigma_T=54.09999999999999, A=3.583632447954056e-06, D=3.6518921136293715e-06, B=1.815889972738284e-05, F=0.17577536677669628
z=0.5454545454545455 q=401722.68247604195, c_T=0.00202, sigma_T=54.09999999999999, A=3.6518921136293715e-06, D=3.720151779304687e-06, B=1.85015204769561e-05, F=0.17824005526338632
z=0.5555555555555556 q=393219.550058013, c_T=0.00202, sigma_T=54.09999999999999, A=3.7201517793046867e-06, D=3.7884114449800023e-06, B=1.8844141226529357e-05, F=0.1805437398051645
z=0.5656565656565657 q=383424.79416641215, c_T=0.00202, sigma_T=54.09999999999999, A=3.7884114449800023e-06, D=3.856671110655318e-06, B=1.9186761976102626e-05, F=0.18265465673516937
z=0.5757575757575758 q=372122.36785327725, c_T=0.00202, sigma_T=54.09999999999999, A=3.8566711106553175e-06, D=3.9249307763306335e-06, B=1.952938272567588e-05, F=0.18453438043659218
z=0.5858585858585859 q=359067.537277551, c_T=0.00202, sigma_T=54.09999999999999, A=3.924930776330633e-06, D=3.993190442005948e-06, B=1.9872003475249143e-05, F=0.1861365962662099
z=0.595959595959596 q=343988.7820994018, c_T=0.00202, sigma_T=54.09999999999999, A=3.993190442005948e-06, D=4.061450107681264e-06, B=2.0214624224822406e-05, F=0.1874057519973648
z=0.6060606060606061 q=326593.40406764735, c_T=0.00202, sigma_T=54.09999999999999, A=4.061450107681263e-06, D=4.129709773356579e-06, B=2.0557244974395665e-05, F=0.18827562186999275
z=0.6161616161616162 q=306578.7078979902, c_T=0.00202, sigma_T=54.09999999999999, A=4.129709773356579e-06, D=4.197969439031895e-06, B=2.089986572396893e-05, F=0.18866784502213613
z=0.6262626262626263 q=283651.24811877677, c_T=0.00202, sigma_T=54.09999999999999, A=4.197969439031894e-06, D=4.2662291047072094e-06, B=2.1242486473542186e-05, F=0.18849054129780066
z=0.6363636363636365 q=257557.37766023286, c_T=0.00202, sigma_T=54.09999999999999, A=4.2662291047072094e-06, D=4.3344887703825255e-06, B=2.1585107223115448e-05, F=0.18763717279124553
z=0.6464646464646465 q=228129.30966691446, c_T=0.00202, sigma_T=54.09999999999999, A=4.334488770382525e-06, D=4.402748436057841e-06, B=2.192772797268871e-05, F=0.18598596062004324
z=0.6565656565656566 q=195352.85464588908, c_T=0.00202, sigma_T=54.09999999999999, A=4.402748436057841e-06, D=4.471008101733156e-06, B=2.227034872226197e-05, F=0.18340061509266378
z=0.6666666666666667 q=159466.5293239016, c_T=0.00202, sigma_T=54.09999999999999, A=4.471008101733156e-06, D=4.539267767408472e-06, B=2.2612969471835235e-05, F=0.17973442375649915
z=0.6767676767676768 q=121086.96523583955, c_T=0.00202, sigma_T=54.09999999999999, A=4.539267767408471e-06, D=4.427150453103729e-06, B=2.2775213241428433e-05, F=0.1748391760096366
z=0.686868686868687 q=79621.339487028, c_T=0.0019718279639951504, sigma_T=51.21127078498888, A=4.427150453103729e-06, D=3.5799272082633424e-06, B=2.168775326096612e-05, F=0.16405202045029088
z=0.696969696969697 q=33885.06622454763, c_T=0.0017322606484506745, sigma_T=40.1123447118577, A=3.579927208263342e-06, D=2.31385634435685e-06, B=1.8089068191238347e-05, F=0.1355605349832948
z=0.7070707070707072 q=-12470.12515536019, c_T=0.0010275944203998243, sigma_T=27.31131067974918, A=2.31385634435685e-06, D=9.444108288967916e-07, B=1.0597478419859878e-05, F=0.07372439015991297
z=0.7171717171717172 q=-29649.82566398638, c_T=0.0006438742903164505, sigma_T=9.683179921829854, A=9.444108288967916e-07, D=4.424610990331029e-07, B=6.051199508020497e-06, F=0.036643247564471064
z=0.7272727272727273 q=-17353.242806369664, c_T=0.0006405637892844359, sigma_T=2.0270579716758466, A=4.424610990331028e-07, D=3.171423191405177e-07, B=5.465306186103361e-06, F=0.02847068096091166
z=0.7373737373737375 q=-12838.929237301509, c_T=0.0007035162497866217, sigma_T=0.6116718193804899, A=3.171423191405177e-07, D=2.885945117639389e-07, B=5.845680329978366e-06, F=0.028337324784842403
z=0.7474747474747475 q=-11070.056230799231, c_T=0.0007354495516899631, sigma_T=0.34682594684728385, A=2.8859451176393883e-07, D=2.765001374623256e-07, B=6.117922608113855e-06, F=0.028504580860614723
z=0.7575757575757577 q=-9893.866324644829, c_T=0.0007625454140633654, sigma_T=0.23189935716147678, A=2.765001374623256e-07, D=2.709296399912847e-07, B=6.382641088008903e-06, F=0.02881514299851414
z=0.7676767676767677 q=-8932.975649649745, c_T=0.0007909277700263059, sigma_T=0.16586805709796537, A=2.7092963999128464e-07, D=2.678763436630966e-07, B=6.671905720619921e-06, F=0.029246808225501797
z=0.7777777777777778 q=-8097.731205872772, c_T=0.0008190626313841627, sigma_T=0.12038177881187427, A=2.678763436630966e-07, D=2.6502080539329485e-07, B=6.96773263692299e-06, F=0.029679683500525376
z=0.787878787878788 q=-7353.1702129070345, c_T=0.0008475891571999879, sigma_T=0.08794675977041468, A=2.6502080539329485e-07, D=2.6223352413307566e-07, B=7.272683802192329e-06, F=0.03011439246310174
z=0.797979797979798 q=-6679.31329855329, c_T=0.0008769384779967153, sigma_T=0.06436565767991122, A=2.622335241330756e-07, D=2.59427665451571e-07, B=7.590137851327379e-06, F=0.030551372744642712
z=0.8080808080808082 q=-6061.952959325655, c_T=0.000907535004067954, sigma_T=0.04699753462294234, A=2.59427665451571e-07, D=2.5652744886837594e-07, B=7.923648240065925e-06, F=0.030991124803976068
z=0.8181818181818182 q=-5490.322590819964, c_T=0.0009398503019460094, sigma_T=0.034098510983862976, A=2.5652744886837594e-07, D=2.556930214461673e-07, B=8.279578337636937e-06, F=0.03143425658408253
z=0.8282828282828284 q=-4958.982567878154, c_T=0.00100601588119227, sigma_T=0.025544935941615853, A=2.556930214461673e-07, D=2.5788124294944107e-07, B=8.930399308550917e-06, F=0.03291986524136213
z=0.8383838383838385 q=-4474.197169295132, c_T=0.001092591314751302, sigma_T=0.0194179794923945, A=2.5788124294944107e-07, D=2.610070761973131e-07, B=9.771523675167373e-06, F=0.03496315093673412
z=0.8484848484848485 q=-4032.0153518698608, c_T=0.0011877226267867514, sigma_T=0.014714988951809348, A=2.6100707619731306e-07, D=2.641329094451851e-07, B=1.070458092535142e-05, F=0.03714912717173663
z=0.8585858585858587 q=-3627.1567753363383, c_T=0.0012929466711214003, sigma_T=0.011099288167662006, A=2.641329094451851e-07, D=2.6725874269305714e-07, B=1.1744580821133146e-05, F=0.039499440559951915
z=0.8686868686868687 q=-3255.4472530107814, c_T=0.0014100947584724422, sigma_T=0.008320813402311484, A=2.672587426930571e-07, D=2.7038457594092913e-07, B=1.2910681705393507e-05, F=0.04203884716142472
z=0.8787878787878789 q=-2913.62109222835, c_T=0.0015413413920856273, sigma_T=0.006191151875615162, A=2.7038457594092913e-07, D=2.735104091888012e-07, B=1.4225835716835638e-05, F=0.04479546728313893
z=0.888888888888889 q=-2599.1925483733894, c_T=0.0016892365240708377, sigma_T=0.004566532490386249, A=2.735104091888011e-07, D=2.7663624243667317e-07, B=1.5717253489523008e-05, F=0.04780063809959664
z=0.8989898989898991 q=-2310.663642143228, c_T=0.001856506209216157, sigma_T=0.0033370887553672572, A=2.7663624243667317e-07, D=2.797620756845452e-07, B=1.7414785484761157e-05, F=0.051084962011666256
z=0.9090909090909092 q=-2048.455834688923, c_T=0.0018999999999999996, sigma_T=0.0025986233762841917, A=2.7976207568454516e-07, D=2.828879089324172e-07, B=1.8009849249998046e-05, F=0.05078854966375646
z=0.9191919191919192 q=-1806.9998329826317, c_T=0.0018999999999999996, sigma_T=0.0020499217752056884, A=2.8288790893241715e-07, D=2.860137421802892e-07, B=1.8209958686109134e-05, F=0.049250758402008675
z=0.9292929292929294 q=-1583.9959175048482, c_T=0.0018999999999999996, sigma_T=0.0015978784456879564, A=2.860137421802892e-07, D=2.8913957542816123e-07, B=1.8410068122220225e-05, F=0.04765348069211539
z=0.9393939393939394 q=-1378.6866260559325, c_T=0.0018999999999999996, sigma_T=0.001228861006025144, A=2.891395754281612e-07, D=2.922654086760332e-07, B=1.8610177558331312e-05, F=0.04599343471848029
z=0.9494949494949496 q=-1190.5627351125445, c_T=0.0018999999999999996, sigma_T=0.000931045262160065, A=2.922654086760332e-07, D=2.9539124192390527e-07, B=1.8810286994442406e-05, F=0.04426947221116456
z=0.9595959595959597 q=-1019.130306213721, c_T=0.0018999999999999996, sigma_T=0.000693778426137104, A=2.9539124192390527e-07, D=2.9851707517177726e-07, B=1.9010396430553494e-05, F=0.0424808478458812
z=0.9696969696969697 q=-863.8728560566633, c_T=0.0018999999999999996, sigma_T=0.0005074643586409289, A=2.985170751717772e-07, D=3.0164290841964925e-07, B=1.921050586666458e-05, F=0.04062694730081244
z=0.9797979797979799 q=-724.2019470698787, c_T=0.0018999999999999996, sigma_T=0.00036347899442979993, A=3.0164290841964925e-07, D=3.047687416675213e-07, B=1.9410615302775672e-05, F=0.038706530727006236
z=0.98989898989899 q=-664.6365509084919, c_T=0.0018999999999999996, sigma_T=0.000309, A=3.0476874166752124e-07, D=3.078945749153933e-07, B=1.961072473888676e-05, F=0.03671182302099993
